symbol,exchange,company_name,display_name,en_company_name,vietstock_company_name,name_match_status,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,vietstock_financial_url,status,needs_review,review_reason
TID,UPCOM,CTCP Tổng Công ty Tín Nghĩa,CTCP Tổng Công ty Tín Nghĩa,Tin Nghia Corporation,CTCP Tổng Công ty Tín Nghĩa - Tổng Công ty Tín Nghĩa - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TID/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TID/tai-chinh.htm?tab=BCTT,OK,NO,
TIN,UPCOM,Công Ty Tài chính Cổ phần Tín Việt,Công Ty Tài chính Cổ phần Tín Việt,VietCredit Finance Joint Stock Company,Công Ty Tài chính tổng hợp cổ phần Tín Việt - VietCredit - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Tài chính,Tổ chức tín dụng,Tín dụng phi ngân hàng,Tài chính,Tổ chức tín dụng,Tín dụng phi ngân hàng,Ngân hàng,BANK,1,ngan hang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TIN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TIN/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
TIP,HOSE,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development JSC,CTCP Phát triển Khu Công nghiệp Tín Nghĩa - TIP - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TIP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TIP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TIS,UPCOM,CTCP Gang thép Thái Nguyên,CTCP Gang thép Thái Nguyên,Thai Nguyen Iron And Steel JSC,CTCP Gang thép Thái Nguyên - TISCO - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TIS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TIS/tai-chinh.htm?tab=BCTT,OK,NO,
TIX,HOSE,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import Export Joint Stock Corporation,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình - TANIMEX - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TIX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TIX/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TLD,HOSE,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development And Construction Investment JSC,"CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long - THANGLONG DECO.,JSC - Hồ sơ doanh nghiệp",MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TLD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TLD/tai-chinh.htm?tab=BCTT,OK,NO,
TLG,HOSE,CTCP Tập đoàn Thiên Long,CTCP Tập đoàn Thiên Long,Thien Long Group Corporation,CTCP Tập đoàn Thiên Long - Công ty CP Tập đoàn Thiên Long - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TLG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TLG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TLH,HOSE,CTCP Tập đoàn Thép Tiến Lên,CTCP Tập đoàn Thép Tiến Lên,Tien Len Steel Group Joint Stock Company,CTCP Tập đoàn Thép Tiến Lên - TLC - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TLH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TLH/tai-chinh.htm?tab=BCTT,OK,NO,
TLP,UPCOM,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thanh Le General Import-Export Trading Corporation,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP - THALEXIM - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TLP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TLP/tai-chinh.htm?tab=BCTT,OK,NO,
TMP,HOSE,CTCP Thủy điện Thác Mơ,CTCP Thủy điện Thác Mơ,Thac Mo Hydro Power Joint Stock Company,CTCP Thủy điện Thác Mơ - TMHPC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TMP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TMP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TMS,HOSE,CTCP Transimex,CTCP Transimex,Transimex Corporation,CTCP Transimex - Transimex - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TMS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TMS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TMT,HOSE,CTCP Ô tô TMT,CTCP Ô tô TMT,TMT Motors Corporation,"CTCP Ô tô TMT - TMT Motor .,Corp - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Tiêu dùng không thiết yếu,Xe và linh kiện,Xe,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TMT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TMT/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TN1,HOSE,CTCP Rox Key Holdings,CTCP Rox Key Holdings,Rox Key Holdings Joint Stock Company,CTCP Rox Key Holdings - Rox Key - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TN1/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TN1/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TNA,UPCOM,CTCP Thương mại Xuất nhập khẩu Thiên Nam,CTCP Thương mại Xuất nhập khẩu Thiên Nam,Thien Nam Trading Import Export JSC,CTCP Thương mại Xuất nhập khẩu Thiên Nam - TENIMEX - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TNA/tai-chinh.htm?tab=BCTT,OK,NO,
TNH,HOSE,CTCP Tập đoàn Bệnh viện TNH,CTCP Tập đoàn Bệnh viện TNH,TNH Hospital Group Joint Stock Company,"CTCP Tập đoàn Bệnh viện TNH - TNH .,JSC - Hồ sơ doanh nghiệp",MATCH,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Dược & Y tế,NORMAL,19,cham soc suc khoe,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TNH/tai-chinh.htm?tab=BCTT,OK,NO,
TNT,HOSE,CTCP Tập đoàn TNT,CTCP Tập đoàn TNT,TNT Group JSC,CTCP Tập đoàn TNT - TẬP ĐOÀN TNT - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TNT/tai-chinh.htm?tab=BCTT,OK,NO,
TNV,UPCOM,CTCP Thống Nhất Hà Nội,CTCP Thống Nhất Hà Nội,Thong Nhat Ha Noi Joint Stock Company,CTCP Thống Nhất Hà Nội - - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Sản phẩm giải trí,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Sản phẩm giải trí,Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TNV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TNV/tai-chinh.htm?tab=BCTT,OK,NO,
TOP,UPCOM,CTCP Phân phối Top One,CTCP Phân phối Top One,Top One Allot Joint Stock Company,"CTCP Phân phối Top One - TOP ONE., JSC - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TOP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TOP/tai-chinh.htm?tab=BCTT,OK,NO,
TPC,HOSE,CTCP Nhựa Tân Đại Hưng,CTCP Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,CTCP Nhựa Tân Đại Hưng - Tan Dai Hung Plastic J.S.Co - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Nguyên vật liệu,Bao bì và vật chứa,,Bao bì,NORMAL,31,bao bi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TPC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TPC/tai-chinh.htm?tab=BCTT,OK,NO,
TPP,HNX,CTCP Tân Phú Việt Nam,CTCP Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,CTCP Tân Phú Việt Nam - - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Nguyên vật liệu,Bao bì và vật chứa,,Bao bì,NORMAL,31,bao bi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TPP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TPP/tai-chinh.htm?tab=BCTT,OK,NO,
TRA,HOSE,CTCP Traphaco,CTCP Traphaco,Traphaco Joint Stock Company,CTCP Traphaco - TRAPHACO - Hồ sơ doanh nghiệp,MATCH,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TRA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TRA/tai-chinh.htm?tab=BCTT,OK,NO,
TRC,HOSE,CTCP Cao su Tây Ninh,CTCP Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,CTCP Cao su Tây Ninh - TANIRUCO - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TRC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TRC/tai-chinh.htm?tab=BCTT,OK,NO,
TRV,UPCOM,CTCP Vận tải Đường sắt,CTCP Vận tải Đường sắt,Railway Transport Joint Stock Company,CTCP Vận tải Đường sắt - TRARAVICO - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Vận tải mặt đất,Công nghiệp,Vận tải,Vận tải mặt đất,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TRV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TRV/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TSA,UPCOM,CTCP Đầu tư và Xây lắp Trường Sơn,CTCP Đầu tư và Xây lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,"CTCP Đầu tư và Xây lắp Trường Sơn - Truong Son DT & XL., JSC - Hồ sơ doanh nghiệp",MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TSA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TSA/tai-chinh.htm?tab=BCTT,OK,NO,
TSC,HOSE,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ - TSC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TSC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TSC/tai-chinh.htm?tab=BCTT,OK,NO,
TSJ,UPCOM,CTCP Du lịch Dịch vụ Hà Nội,CTCP Du lịch Dịch vụ Hà Nội,HaNoi Tourist Service Joint Stock Company,CTCP Du lịch Dịch vụ Hà Nội - HANOI TOSERCO - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TSJ/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TSJ/tai-chinh.htm?tab=BCTT,OK,NO,
TTA,HOSE,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Constrution Investment Joint Stock Company,"CTCP Đầu tư Xây dựng và Phát triển Trường Thành - TRUONG THANH DECONIN.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TTA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TTB,UPCOM,CTCP TTBGroup,CTCP TTBGroup,TTBGroup Joint Stock Company,CTCP TTBGroup - TTBGroup - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TTB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTB/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TTE,HOSE,CTCP Đầu tư Năng lượng Trường Thịnh,CTCP Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,"CTCP Đầu tư Năng lượng Trường Thịnh - TTE.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/TTE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTE/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
TTH,HNX,CTCP Thương mại và Dịch vụ Tiến Thành,CTCP Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,"CTCP Thương mại và Dịch vụ Tiến Thành - TIEN THANH ST., JSC - Hồ sơ doanh nghiệp",MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTH/tai-chinh.htm?tab=BCTT,OK,NO,
TTL,HNX,Tổng Công ty Thăng Long - CTCP,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,Tổng Công ty Thăng Long - CTCP - TLG - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTL/tai-chinh.htm?tab=BCTT,OK,NO,
TTN,UPCOM,CTCP Công nghệ & Truyền thông Việt Nam,CTCP Công nghệ & Truyền thông Việt Nam,Viet Nam Technology & Telecommunication JSC,CTCP Công nghệ và Truyền thông Việt Nam - VNTT - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Viễn thông,NORMAL,23,vien thong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTN/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
TTS,UPCOM,CTCP Cán Thép Thái Trung,CTCP Cán Thép Thái Trung,Thai Trung Rooling JSC,CTCP Cán Thép Thái Trung - TTR.JSC - Hồ sơ doanh nghiệp,MATCH,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TTS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTS/tai-chinh.htm?tab=BCTT,OK,NO,
TV1,UPCOM,CTCP Tư vấn Xây dựng Điện 1,CTCP Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,CTCP Tư vấn Xây dựng Điện 1 - PECC1 - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Dịch vụ công nghiệp,NORMAL,34,dich vu chuyen nghiep,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TV1/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TV1/tai-chinh.htm?tab=BCTT,OK,NO,
TVB,HOSE,CTCP Chứng khoán T-Cap,CTCP Chứng khoán T-Cap,T-Cap Securities Joint Stock Corporation,CTCP Chứng khoán T-Cap - T-Cap - Hồ sơ doanh nghiệp,MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVB/tai-chinh.htm?tab=BCTT,OK,NO,
TVC,HNX,CTCP Tập đoàn Quản lý tài sản T-Corp,CTCP Tập đoàn Quản lý tài sản T-Corp,T-Corp Asset Management Corporation Joint Stock Company,CTCP Tập đoàn Quản lý tài sản T-Corp - T-Corp - Hồ sơ doanh nghiệp,MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVC/tai-chinh.htm?tab=BCTT,OK,NO,
TVD,HNX,CTCP Than Vàng Danh - Vinacomin,CTCP Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal JSC,CTCP Than Vàng Danh - Vinacomin - TVD - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVD/tai-chinh.htm?tab=BCTT,OK,NO,
TVS,HOSE,CTCP Chứng khoán Thiên Việt,CTCP Chứng khoán Thiên Việt,Thien Viet Securities Joint Stock Company,"CTCP Chứng khoán Thiên Việt - TVSC.,JSC - Hồ sơ doanh nghiệp",MATCH,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVS/tai-chinh.htm?tab=BCTT,OK,NO,
TVT,HOSE,Tổng Công ty Việt Thắng - CTCP,Tổng Công ty Việt Thắng - CTCP,Viet Thang Corporation,Tổng Công ty Việt Thắng - CTCP - VICOTEX - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/TVT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVT/tai-chinh.htm?tab=BCTT,OK,NO,
